repo_name;url;stars;forks;commits;contributors;open_issues;creation_date;last_push_date;license;language;has_license_file;Validacao_Tecnica;Evidencias;Tipo_Evidencia
krzvcho/react-mfa-shell;https://github.com/krzvcho/react-mfa-shell;0;0;14;1;0;2025-09-10T19:36:40+00:00;2025-10-19T10:33:19+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
plainionist/AboutCleanCode;https://github.com/plainionist/AboutCleanCode;54;9;255;3;0;2022-02-05T07:10:39+00:00;2025-06-04T06:00:33+00:00;"BSD 3-Clause ""New"" or ""Revised"" License";C#;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
yuskraft/remote-module-loader;https://github.com/yuskraft/remote-module-loader;5;0;13;1;0;2025-01-30T13:01:55+00:00;2025-05-14T09:46:58+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
kanglover/learn;https://github.com/kanglover/learn;0;0;54;1;56;2020-04-22T16:15:54+00:00;2025-03-21T07:27:29+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Apoleh/Portfolio;https://github.com/Apoleh/Portfolio;0;0;27;2;0;2025-01-27T00:14:15+00:00;2025-02-25T18:50:54+00:00;;Java;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
OpenC3/cosmos;https://github.com/OpenC3/cosmos;181;61;9623;66;290;2022-07-11T18:49:34+00:00;2025-12-04T00:46:13+00:00;Other;Ruby;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
single-spa/single-spa-playground;https://github.com/single-spa/single-spa-playground;43;9;63;8;15;2019-03-22T21:50:38+00:00;2025-06-19T20:26:16+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
ManasRaj241/UsedCarSalesPortal;https://github.com/ManasRaj241/UsedCarSalesPortal;0;1;15;2;0;2023-12-11T10:16:26+00:00;2024-01-23T05:35:16+00:00;;C#;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
fwdays-modern-fe/fwdays-modern-frontend-examples;https://github.com/fwdays-modern-fe/fwdays-modern-frontend-examples;0;0;37;2;0;2024-12-29T19:23:55+00:00;2025-02-09T13:21:44+00:00;Apache License 2.0;JavaScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Streamings-Team2/mfe-st-error;https://github.com/Streamings-Team2/mfe-st-error;0;0;14;3;0;2024-11-07T15:32:45+00:00;2025-02-05T00:04:35+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
imatiqul/micro-frontend-react;https://github.com/imatiqul/micro-frontend-react;15;11;21;2;0;2021-11-28T00:06:09+00:00;2024-04-14T01:39:11+00:00;MIT License;SCSS;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
saffog/bb-micro-frontend;https://github.com/saffog/bb-micro-frontend;0;2;164;7;23;2023-11-08T16:00:31+00:00;2024-01-10T17:46:23+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
Sudhirsin/webpack-learn;https://github.com/Sudhirsin/webpack-learn;1;0;36;1;0;2024-08-12T08:28:47+00:00;2024-09-13T08:53:53+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
head-js/backstage;https://github.com/head-js/backstage;0;0;12;1;0;2013-12-10T04:15:17+00:00;2025-06-23T04:55:47+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
DWSENG/dsoe-home;https://github.com/DWSENG/dsoe-home;0;0;48;1;8;2021-02-05T01:01:23+00:00;2021-05-27T21:37:18+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
sithum20210380/Qoria-Dashboard;https://github.com/sithum20210380/Qoria-Dashboard;0;0;29;1;0;2025-06-30T18:17:48+00:00;2025-07-03T21:14:59+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
HenrietteLehtonen/micro-front;https://github.com/HenrietteLehtonen/micro-front;1;0;20;4;0;2025-09-20T14:10:32+00:00;2025-09-29T09:06:32+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tleclere-jahia/jahia-training-developer;https://github.com/tleclere-jahia/jahia-training-developer;0;0;203;1;0;2022-01-28T11:58:13+00:00;2025-11-21T12:22:18+00:00;;Java;False;REJEITAR (Sem Evidência);;Nenhuma
Marcelx8/react-mf-header;https://github.com/Marcelx8/react-mf-header;0;0;10;2;0;2021-10-27T05:44:12+00:00;2021-10-27T13:25:14+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
nanlabs/frontend-reference;https://github.com/nanlabs/frontend-reference;17;5;289;16;44;2023-05-31T06:30:15+00:00;2025-04-30T16:25:32+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
thedatasnok/module-federation-demo;https://github.com/thedatasnok/module-federation-demo;0;0;10;1;0;2022-11-22T21:25:18+00:00;2022-12-04T13:05:11+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
single-spa/create-single-spa;https://github.com/single-spa/create-single-spa;138;59;368;26;37;2019-06-29T17:05:03+00:00;2025-10-01T20:25:22+00:00;Other;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
scottwalter-nice/scotts-pocs;https://github.com/scottwalter-nice/scotts-pocs;0;1;68;3;0;2023-08-01T18:40:04+00:00;2025-08-29T18:31:17+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
pedrolopes-ilv/react-vue-module-federation;https://github.com/pedrolopes-ilv/react-vue-module-federation;0;0;10;1;0;2024-07-30T00:46:06+00:00;2024-07-30T12:41:20+00:00;;CSS;False;REJEITAR (Sem Evidência);;Nenhuma
yangban2/whaleback;https://github.com/yangban2/whaleback;0;0;29;1;0;2024-11-17T12:33:05+00:00;2025-05-15T09:46:30+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
flybywiresim/simbridge;https://github.com/flybywiresim/simbridge;26;35;192;18;23;2021-12-18T15:27:36+00:00;2025-11-08T20:27:56+00:00;GNU General Public License v3.0;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
NeoSOFT-Technologies/mf-shell;https://github.com/NeoSOFT-Technologies/mf-shell;3;5;59;7;3;2022-05-04T08:01:49+00:00;2023-09-11T07:07:51+00:00;Apache License 2.0;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
alkemata/jupyter_flask_ext;https://github.com/alkemata/jupyter_flask_ext;0;0;2763;65;1;2024-08-23T10:07:04+00:00;2025-01-01T16:17:11+00:00;"BSD 3-Clause ""New"" or ""Revised"" License";TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
Jerryqun/bad-writing;https://github.com/Jerryqun/bad-writing;2;0;428;3;0;2024-01-26T02:00:52+00:00;2025-12-01T02:44:04+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
PedroPadilhaPortella/Microfrontends_with_React;https://github.com/PedroPadilhaPortella/Microfrontends_with_React;0;0;30;1;0;2023-10-03T21:52:06+00:00;2023-10-21T02:05:07+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
geosolutions-it/MapStore2-C098;https://github.com/geosolutions-it/MapStore2-C098;0;6;28;5;4;2018-12-04T11:58:28+00:00;2023-01-23T10:30:55+00:00;Other;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
MarkBojeHording/audio;https://github.com/MarkBojeHording/audio;0;0;12;1;0;2025-06-16T09:22:40+00:00;2025-06-17T06:34:13+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
vishal-joshy/react-micro-kit;https://github.com/vishal-joshy/react-micro-kit;0;0;26;1;0;2024-01-18T11:14:04+00:00;2025-02-12T10:41:02+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
zalito12/Portfolio;https://github.com/zalito12/Portfolio;2;0;11;2;0;2022-09-01T15:20:02+00:00;2024-05-23T21:51:24+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
deepakkum21/webpack;https://github.com/deepakkum21/webpack;0;0;47;1;0;2022-12-28T04:20:34+00:00;2025-08-17T18:38:48+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
mayur256/react-examples;https://github.com/mayur256/react-examples;2;0;176;1;0;2022-07-10T17:39:27+00:00;2024-05-04T18:13:42+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Desarrollo-DS3/microfrontend-spa-1;https://github.com/Desarrollo-DS3/microfrontend-spa-1;0;0;20;1;0;2024-11-26T22:02:24+00:00;2024-11-28T23:51:36+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
ltoffanettireply/aleph_alpha_workshop_yellow_team;https://github.com/ltoffanettireply/aleph_alpha_workshop_yellow_team;0;0;14;4;0;2025-06-25T11:21:44+00:00;2025-06-26T13:23:54+00:00;;Python;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
rudr19/flowbit-assignment;https://github.com/rudr19/flowbit-assignment;0;0;11;1;0;2025-07-16T16:35:29+00:00;2025-07-16T17:39:00+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
qtngmin/demo-mfe;https://github.com/qtngmin/demo-mfe;0;0;11;1;0;2024-08-22T14:34:46+00:00;2024-08-22T15:00:27+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Billbastos/micro-front-end;https://github.com/Billbastos/micro-front-end;0;0;13;1;0;2024-10-09T21:21:24+00:00;2024-10-17T22:12:45+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tethysplatform/tethysapp-tethys_dash;https://github.com/tethysplatform/tethysapp-tethys_dash;0;3;226;5;1;2025-03-10T15:27:52+00:00;2025-11-24T18:02:17+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
gastonambrogi/tesis-mfes;https://github.com/gastonambrogi/tesis-mfes;0;0;15;2;0;2025-02-03T21:44:30+00:00;2025-02-26T23:47:10+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Gaic4o/modern-frontend;https://github.com/Gaic4o/modern-frontend;0;0;76;3;0;2023-12-08T14:59:38+00:00;2024-05-29T14:49:08+00:00;;CSS;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
mohi-az/Micro-Frontend-Vite-React-TypeScript;https://github.com/mohi-az/Micro-Frontend-Vite-React-TypeScript;1;0;12;1;1;2024-03-07T07:34:42+00:00;2024-05-11T17:30:12+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
CodingShields/vercelM1;https://github.com/CodingShields/vercelM1;0;0;34;1;0;2025-07-17T23:30:48+00:00;2025-08-04T19:55:22+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
jan-dolejsi/angular-module-federation-sample;https://github.com/jan-dolejsi/angular-module-federation-sample;0;0;12;1;0;2024-02-07T10:27:30+00:00;2024-10-04T13:53:16+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
mateuzor/my_pocs;https://github.com/mateuzor/my_pocs;0;0;146;1;0;2025-02-19T20:10:09+00:00;2025-12-03T15:46:44+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
cleisommais/journey_full_microservices;https://github.com/cleisommais/journey_full_microservices;18;9;62;1;27;2019-06-04T20:18:46+00:00;2023-01-07T06:25:57+00:00;Apache License 2.0;JavaScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
kcabhish/microfrontend-1;https://github.com/kcabhish/microfrontend-1;0;0;18;1;0;2025-05-07T11:49:05+00:00;2025-05-15T05:27:50+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
zorrillacarlos/microfrontend-vue-test;https://github.com/zorrillacarlos/microfrontend-vue-test;0;0;14;2;0;2024-02-29T08:42:08+00:00;2024-04-03T15:29:02+00:00;;SCSS;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Danielv123/gridworld;https://github.com/Danielv123/gridworld;4;0;235;1;4;2021-10-24T20:30:39+00:00;2024-09-07T11:12:28+00:00;;Lua;False;REJEITAR (Sem Evidência);;Nenhuma
putridparrot/blog-projects;https://github.com/putridparrot/blog-projects;13;14;620;2;62;2017-06-17T15:13:25+00:00;2025-11-30T21:22:06+00:00;MIT License;C#;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
mturczyn/react-micro-frontends;https://github.com/mturczyn/react-micro-frontends;0;0;46;1;0;2025-07-27T06:27:55+00:00;2025-11-09T21:11:53+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
TarzzoTech-OpenSource/microfrontend-examples;https://github.com/TarzzoTech-OpenSource/microfrontend-examples;22;10;29;3;0;2023-06-11T07:53:22+00:00;2024-10-03T13:14:44+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
luisinhoc/ModuleFederationAngular;https://github.com/luisinhoc/ModuleFederationAngular;0;0;12;2;0;2022-04-11T13:59:13+00:00;2022-04-11T14:33:32+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
hitmain13/microfrontend-singleSPA-reactsx;https://github.com/hitmain13/microfrontend-singleSPA-reactsx;0;0;10;1;0;2022-06-30T20:28:52+00:00;2022-07-01T01:02:34+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
aws/graph-notebook;https://github.com/aws/graph-notebook;806;182;542;39;56;2020-10-01T23:22:32+00:00;2025-11-07T23:04:49+00:00;Apache License 2.0;Jupyter Notebook;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
wuxueguang/Learning;https://github.com/wuxueguang/Learning;0;0;71;2;186;2018-12-10T09:23:12+00:00;2023-03-06T01:09:38+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
missxiaolin/low-code;https://github.com/missxiaolin/low-code;68;5;309;1;0;2024-11-10T02:07:53+00:00;2025-02-17T00:38:36+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
georchestra/mapstore2-georchestra;https://github.com/georchestra/mapstore2-georchestra;6;28;371;29;120;2019-09-16T09:58:48+00:00;2025-12-01T13:45:12+00:00;Other;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
reportportal/plugin-bts-gitlab;https://github.com/reportportal/plugin-bts-gitlab;0;0;114;11;0;2023-09-08T09:19:04+00:00;2025-11-18T07:08:09+00:00;Apache License 2.0;Java;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
AlterEGO-digital/uspacy-sendpulse;https://github.com/AlterEGO-digital/uspacy-sendpulse;0;0;49;2;1;2023-08-25T12:53:55+00:00;2025-01-02T14:49:23+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
chrisminnick/advanced-react;https://github.com/chrisminnick/advanced-react;1;0;53;1;1;2023-08-28T21:39:35+00:00;2025-07-11T21:48:05+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
j1cs/wp5-mf-single-spa;https://github.com/j1cs/wp5-mf-single-spa;1;0;11;1;0;2021-12-27T16:06:57+00:00;2025-07-31T00:37:38+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
joskr2/microfrontent-demo-vite-react;https://github.com/joskr2/microfrontent-demo-vite-react;0;0;21;1;0;2025-03-31T17:27:52+00:00;2025-03-31T17:32:20+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
rami8k/spa-complete-example;https://github.com/rami8k/spa-complete-example;9;2;10;2;0;2021-08-18T12:58:45+00:00;2022-06-03T16:24:03+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Niphy-Anto/raaghu;https://github.com/Niphy-Anto/raaghu;1;32;2180;29;11;2022-08-02T12:11:31+00:00;2023-03-01T04:34:33+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
apache/superset;https://github.com/apache/superset;69216;16279;18148;1400;1006;2015-07-21T18:55:34+00:00;2025-12-04T01:09:24+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
HbotondS/microfrontend-demos;https://github.com/HbotondS/microfrontend-demos;0;0;84;2;1;2023-10-19T10:50:14+00:00;2024-11-27T14:28:55+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
bit-demos/single-spa;https://github.com/bit-demos/single-spa;2;2;29;1;1;2022-07-03T15:25:09+00:00;2022-12-26T10:35:25+00:00;MIT License;HTML;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
amreshkyadav998/Jammify;https://github.com/amreshkyadav998/Jammify;0;0;20;1;0;2025-09-05T18:26:42+00:00;2025-09-07T18:19:52+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
momipochi/microservice;https://github.com/momipochi/microservice;0;0;72;1;0;2025-05-05T11:06:16+00:00;2025-06-25T19:00:33+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
WuMat/micro-examples;https://github.com/WuMat/micro-examples;0;1;32;2;0;2024-03-21T15:16:58+00:00;2024-06-14T09:11:32+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
SecondDragon/code;https://github.com/SecondDragon/code;7;9;42;1;0;2023-05-21T12:21:20+00:00;2023-06-27T16:53:13+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
harish-sethuraman/vscode-clone;https://github.com/harish-sethuraman/vscode-clone;16;3;22;2;0;2021-05-10T18:43:43+00:00;2022-01-27T18:55:43+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
quanngynx/grabclone-microfrontend;https://github.com/quanngynx/grabclone-microfrontend;0;0;18;1;0;2024-04-19T13:56:00+00:00;2024-05-11T06:13:28+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
Vikalp-Social/mystodon;https://github.com/Vikalp-Social/mystodon;3;1;128;2;0;2024-04-07T10:19:03+00:00;2025-05-03T13:04:55+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
taktigrynerychat/mfe-playground;https://github.com/taktigrynerychat/mfe-playground;0;0;24;1;0;2023-11-02T20:59:14+00:00;2023-11-06T21:24:33+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
HMontarroyos/Segura_Rio;https://github.com/HMontarroyos/Segura_Rio;1;0;64;1;0;2023-11-14T19:15:57+00:00;2024-01-12T13:17:48+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
JashwanthSPoojary/OPC_DA_SERVICE;https://github.com/JashwanthSPoojary/OPC_DA_SERVICE;0;0;12;2;0;2025-09-01T10:39:47+00:00;2025-09-12T10:02:34+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
link2malkeet/lazymf;https://github.com/link2malkeet/lazymf;0;0;10;1;0;2024-10-03T12:17:46+00:00;2024-10-08T13:18:21+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Ajay-Nallanagula/epampdp;https://github.com/Ajay-Nallanagula/epampdp;0;0;37;2;0;2021-09-20T08:42:57+00:00;2025-11-28T09:45:42+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
getdoover/image-loader;https://github.com/getdoover/image-loader;0;0;12;1;0;2025-08-24T12:05:44+00:00;2025-08-26T01:12:44+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
Uspacy/uspacy-application-template;https://github.com/Uspacy/uspacy-application-template;0;0;16;3;1;2023-05-15T15:31:16+00:00;2025-06-04T21:32:27+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
